Uniprot Degree Betweenness Closeness Transitivity Pagerank Eccentricity Eigenvector
TSC1 136 0.00202897766488697 0.349752177200302 0.0540305010893246 0.000576814865055702 7 0.261854760569205
STK3 28 0.000512615692465517 0.302311509137117 0.082010582010582 0.000160925316428132 7 0.0177908395498069
STING1 17 0.000202297041606746 0.276119732944245 0.0441176470588235 0.000106892337571175 9 0.00472841596418125
SNF8 25 0.000283394317608985 0.3090360253365 0.0333333333333333 0.000128545426429797 8 0.0416512929828053
SMARCB1 59 0.00210696752547685 0.337686214075216 0.065458796025716 0.000333934049438239 8 0.114842145667728
SGF29 45 0.00124438793742699 0.306909770001966 0.0212121212121212 0.000272233836833439 8 0.0535193445765988
RASSF4 6 1.21887462704618e-05 0.277413766297226 0.0666666666666667 4.05209076965522e-05 8 0.00788618157811398
RAB7A 10 3.10166571604374e-05 0.273789429842829 0.0222222222222222 6.58527544142306e-05 8 0.00537698429626282
PUF60 29 0.000762823468298019 0.321542580578725 0.0369458128078818 0.000172991620921238 8 0.0309418701229906
PSMC5 40 0.000814133826840072 0.304048297183476 0.0923076923076923 0.000221761834826436 8 0.0431040470332093
PRKAA2 103 0.0021628401286394 0.343047048806614 0.0367409099562155 0.000464134218657921 8 0.228358114280912
PPIL1 13 3.32273861379633e-05 0.295607308529774 0 6.9504659119475e-05 8 0.0224401316565714
PPIH 12 0.000169747420041971 0.314372011074755 0.0454545454545455 7.06762278531199e-05 8 0.0268561184830588
PDGFRB 24 0.000673416653530724 0.310133339954808 0.0326086956521739 0.00015574597167425 8 0.0456188095684915
PDGFB 3 3.47906532943555e-06 0.242486604022676 0.333333333333333 3.21291155016838e-05 9 0.000766128836894966
NUP98 3 2.90405177914154e-06 0.259085628941255 0.333333333333333 2.91044778976614e-05 9 0.00205203062386558
NUP54 42 0.000274251207979896 0.317666208861081 0.0778164924506388 0.000185106124606412 8 0.068863925030007
NUP107 7 2.69820383088684e-05 0.257770256325587 0.523809523809524 6.0415092232983e-05 8 0.00105991383955148
NRAS 6 2.35574363978124e-05 0.268844978259934 0.0666666666666667 4.86117266567608e-05 8 0.00287972600412182
NME7 71 0.00173049054611146 0.334109087018163 0.0329979879275654 0.000364325436993264 8 0.135124167033894
MORF4L2 53 0.000681136021778409 0.33634943717348 0.0413642960812772 0.000244489223320838 8 0.109961563456166
MORF4L1 70 0.00148932452162881 0.329577539119192 0.0240165631469979 0.000364590963813848 8 0.107890234700609
MIOS 5 7.35568679211938e-06 0.234290001875821 0.4 5.25433027061689e-05 9 0.000241175481831435
MED10 33 0.000196497287005525 0.28128730040763 0.301136363636364 0.000167960502036785 8 0.0107222233632757
MCM7 31 0.000554042873809834 0.313181715603922 0.0838709677419355 0.000167575402779132 7 0.0503806330363752
LSM1 19 8.61877246418123e-05 0.285897406551148 0.0818713450292398 0.000108787752727111 8 0.00814047623780008
LMAN1 2 5.05970303575206e-06 0.220519430074684 0 2.96861573929542e-05 10 9.5966403660534e-05
FYB1 5 3.97453258143654e-06 0.261100426457062 0.3 3.82494184536326e-05 9 0.0029736386174607
FGFR1 16 0.000543806354367088 0.28912037037037 0.0416666666666667 0.000126691164793279 8 0.00788253648715147
EXOSC2 10 4.87846609604565e-06 0.265755989616579 0.555555555555556 6.24886133534733e-05 9 0.00460559183513805
EIF4A1 10 5.99150883649714e-05 0.271527641905259 0.0666666666666667 7.43291270298157e-05 8 0.00241466082206232
CUL4B 34 0.000620608793921403 0.293730304313061 0.0926916221033868 0.000215468215575155 8 0.0103661253899072
CFTR 159 0.0101321458363539 0.340800567546181 0.00652814266380065 0.00107577704873437 8 0.0687900634889203
CDCA3 5 8.05146077444743e-05 0.272380329298877 0 4.26085207927194e-05 8 0.0117261368331159
CCDC22 23 0.000924650062099508 0.278626720503268 0.126482213438735 0.000187556462267925 8 0.0133721025665544
BCL2L2 50 0.000962649779910799 0.304026094153157 0.0171428571428571 0.000242607532607212 8 0.0172879000855375
ATF4 37 0.000620549562391281 0.30574526939365 0.0375375375375375 0.000195988470633713 8 0.0294715347844869
ASF1B 16 0.000292050952316508 0.266903154115736 0.25 0.000124498413805024 8 0.00252010464356018
ARSA 13 3.74752293817613e-05 0.284458413045459 0.0384615384615385 6.88291646048561e-05 8 0.0201318276374503
ABI1 39 0.000418684399973422 0.310310559006211 0.0310391363022942 0.000205347490375512 8 0.0564282392294757
THOC1 24 0.000363488929742276 0.301276020937357 0.072463768115942 0.000128323487829685 8 0.0381810976191415
SEPTIN2 11 6.58520987058555e-05 0.294069173357192 0.0909090909090909 6.66426542917882e-05 8 0.00919570507862762
RCHY1 24 0.000641179624496866 0.322489026594371 0.0797101449275362 0.000143254316267735 8 0.0613876091522419
RASSF5 29 0.000498195027346242 0.324736103166762 0.0738916256157636 0.000151404219968086 8 0.0590670230262941
PRPF31 129 0.00275080254235797 0.350655549004745 0.0530523255813953 0.000560869903988369 8 0.346221394058412
PRKRA 14 0.000183458977679108 0.293240673350081 0.164835164835165 9.1352225317193e-05 8 0.013013966909748
PRKAB1 8 1.76759378597542e-05 0.286015251093453 0.285714285714286 5.22587826932242e-05 8 0.0135610729666003
PRKAA1 36 0.000191179454007398 0.315994535242625 0.0603174603174603 0.000164561513489216 8 0.093097989374272
POLG 1 0 1 0 7.92832791564362e-05 1 0
PGBD1 12 5.22587081465974e-05 0.297621884382595 0.409090909090909 6.92280988234316e-05 8 0.0223791152186153
OTUB1 55 0.00140451728392065 0.330948595654478 0.07003367003367 0.000292348624145426 8 0.0848232089529372
ORC1 7 7.89015755739961e-05 0.267612272883099 0.238095238095238 5.52269219264984e-05 9 0.00648068092012353
NUP62 66 0.00105303657982893 0.323650592106968 0.0545454545454545 0.000323431057571487 7 0.109597386312993
NRBF2 9 2.26079589557555e-05 0.287602468453532 0.166666666666667 5.35760330367122e-05 9 0.0133059091558879
NHP2 2 8.98909547410017e-06 0.288846233898383 0 2.39331475348429e-05 8 0.00805174733736938
MYH9 15 0.00033085601710848 0.295649292240686 0.0952380952380952 0.000102829774690013 8 0.00722360660075625
MSH2 11 0.000235791164277372 0.28438716728523 0 9.15463084458164e-05 8 0.00575116491906907
MARK2 11 2.83252139894555e-05 0.276590561817658 0.327272727272727 7.40048719236326e-05 7 0.00543899439685713
MAP3K14 42 0.00106884816039782 0.297543893084308 0.0174216027874564 0.000327806290376803 8 0.017379253232077
LNX1 380 0.0237356868426249 0.38893905894809 0.0201916400499931 0.00182405445908709 7 0.624071156101513
KRT38 69 0.000468524094193751 0.320527625939898 0.0460358056265985 0.000284340341273257 8 0.165968128879916
IQGAP1 28 0.000928953004638666 0.315141422551914 0.044973544973545 0.000187178320401655 8 0.0244023771773009
IKBKG 51 0.00093393955182244 0.32044539087154 0.0352941176470588 0.000261218394014628 8 0.0498143373684458
HSBP1 17 0.000101046882252298 0.310711975720185 0.125 8.30871692185267e-05 8 0.0733381934093135
HPRT1 11 8.91325924110846e-05 0.313724505174319 0.145454545454545 6.58567022234418e-05 8 0.0310083431527106
H3C1 53 0.00198398126070017 0.323482945274663 0.0493468795355588 0.000326703515441003 8 0.0422495642863556
GSTA2 2 1.23646057931554e-06 0.215780108149198 0 3.41249473025135e-05 9 0.000142748209259545
GCM2 30 0.000217297669527428 0.314657127021716 0.0620689655172414 0.000136171334396516 8 0.0783778173044672
GABARAPL1 62 0.00179091637259886 0.311860174781523 0.00634584875727129 0.000366744673770885 8 0.0394329645137808
FKBP5 22 0.000217131501531027 0.288953152111047 0.0995670995670996 0.000151025118838565 8 0.00891328127408266
FHL3 116 0.00400289886500598 0.340670430679432 0.0203898050974513 0.000644118993547844 8 0.192756133438563
FBP1 6 4.92359987571374e-05 0.29093196058792 0 4.58980568841024e-05 8 0.0092513698073693
EXOSC4 13 0.000116782106398161 0.297948473282443 0.397435897435897 7.88449167185592e-05 8 0.0179913607166168
EXOSC3 16 2.91924573674785e-05 0.266675207105645 0.341666666666667 0.000100574760444747 9 0.00511820026165578
ESRRA 8 2.52094474277542e-05 0.286599357503442 0.178571428571429 5.11453271599624e-05 8 0.00928402647302705
EFHC2 97 0.00136376420367929 0.334028669234061 0.0442439862542955 0.000435462945634663 8 0.194161761435866
EDA 21 8.26699602104502e-05 0.275146495131515 0.0619047619047619 0.000105031964609618 8 0.00616500850681656
DSN1 20 0.000129374403108209 0.287364255475796 0.236842105263158 0.000111684574492464 8 0.0160084218410476
DCP1B 5 8.89003715770666e-06 0.26337431204268 0.6 3.9637178293604e-05 8 0.00475940765964383
CSRNP2 2 0 0.257887347208457 1 2.28343640249466e-05 9 0.00137887444224472
CRX 90 0.00100220904496661 0.32996935432738 0.0229712858926342 0.000417680302549154 8 0.139451988198766
CHN1 4 1.86698281751806e-05 0.264506565014824 0 3.61565893431968e-05 9 0.00313865935285735
CDK1 24 0.000303456246806938 0.301000120496445 0.119565217391304 0.000142603054714769 8 0.0109508379415696
CDH2 2 0 0.255080159297457 1 2.2429115973278e-05 9 0.00122563918008856
CD2BP2 20 0.000201669549799846 0.278831986426754 0.0631578947368421 0.000128493079813198 7 0.0074954523464571
CA8 11 0.0003448798755954 0.289488932668907 0.0181818181818182 9.06599739736365e-05 8 0.0149231439061763
BRIP1 6 1.38024376979464e-05 0.260566612425418 0.133333333333333 4.9677731446974e-05 8 0.00197116006773924
ATG101 4 0 0.24281659473541 1 3.46170860472034e-05 9 0.00050566031271888
ASAP1 11 1.59203544767889e-05 0.289811355778824 0.127272727272727 6.80372433061035e-05 8 0.00938128217025995
ARRB1 18 0.000228895851536765 0.291645262223883 0.0457516339869281 0.000118415874552424 8 0.00916788811114588
AR 36 0.0014570514166995 0.300587216018483 0.0142857142857143 0.00027069202333629 8 0.020062066823408
AIM2 1 0 0.209258297451706 0 2.08477346970021e-05 10 3.34880417275424e-05
AHCY 4 1.25602099044851e-05 0.255309580752642 0.166666666666667 3.87957231158427e-05 9 0.00115977852045252
ACTN2 53 0.00173307557260461 0.311052448074912 0.00870827285921625 0.000354981642279142 8 0.0490228918603121
UBXN2A 3 2.90183566776855e-06 0.249919961581559 0.333333333333333 3.09399515298279e-05 9 0.000789612159711991
TSG101 54 0.00092819414470571 0.32611817540928 0.0789657582110412 0.00026666138647784 8 0.112333856888613
TRAF5 39 0.000720323638664896 0.335617358591966 0.102564102564103 0.000197796329122765 8 0.0980078903545884
SF3B2 18 0.000215371810402685 0.290891305866735 0.0457516339869281 0.00010988927099943 8 0.0130205961672954
RNF11 220 0.0035056807009415 0.344875193284736 0.0106268161062682 0.000998684679189559 7 0.236904172747656
RHOA 17 0.000615469638441896 0.291407106693731 0.0147058823529412 0.000145062707934177 8 0.012187194706697
RAN 139 0.00268004060933915 0.341228861022321 0.00927953289542279 0.000692700023563344 8 0.105613776828682
PPIE 6 1.40487544079654e-05 0.270768296912938 0.133333333333333 4.19329423883956e-05 8 0.00673637810901552
POLD1 9 0.000242893744338688 0.293220020659217 0.194444444444444 7.05996921706844e-05 8 0.0269391829435631
PNKP 41 0.000861962668573011 0.326041557899133 0.0182926829268293 0.000197690397706586 8 0.0613999222911754
NRBP1 7 6.01722912314591e-05 0.264949831356993 0 5.78148976841223e-05 9 0.00497623691467535
NGLY1 14 4.00162434405282e-05 0.292745810383218 0.043956043956044 7.83317391104927e-05 8 0.0184882727427158
MTA2 14 2.27934195112445e-05 0.281744151947847 0.417582417582418 8.12002831259167e-05 8 0.00929361435836762
MDFI 317 0.00860382315059456 0.346424807233594 0.00930399712494509 0.00149348062760957 7 0.516651966814172
MCRS1 112 0.00269902721439199 0.348648950424297 0.0300836550836551 0.000508120514281845 8 0.19840179118431
LCP2 16 0.00031186371234251 0.309495490137774 0.125 0.000100085519204533 8 0.0264755104433181
LATS1 21 0.000223370082038771 0.304344647774069 0.0285714285714286 0.000110982137162095 8 0.0445115551036385
KANSL1 25 0.000228139890918753 0.306037439968637 0.0533333333333333 0.000122341794139388 8 0.0714404813453476
ITGA5 5 1.79630786281736e-05 0.25007508259085 0.3 4.82253103965627e-05 8 0.000559288017036789
HAUS2 8 1.05759456206873e-05 0.25761607161273 0.357142857142857 5.80688581800289e-05 9 0.00416891245964243
GTF2A1 12 5.77127282009716e-05 0.287841076696165 0.0303030303030303 6.67412713071849e-05 8 0.012983128682126
FBXW7 8 0.000153417174574916 0.267251524553333 0 6.95527873901079e-05 8 0.00221156266098281
FBXO28 19 0.000135996112104791 0.299664107485605 0.0116959064327485 0.000100036963944675 8 0.0255498200042412
F3 2 0.000157045021559645 0.221544246767299 0 4.66637680485861e-05 9 0.00016823710933718
EME1 2 0 0.205221734772679 1 3.24549152644282e-05 8 1.53948281876574e-05
EIF3A 19 0.000208550005736144 0.283541430192963 0.263157894736842 0.000122354342291915 9 0.00909674912164877
DTX2 118 0.00237907367582095 0.337366970990222 0.0401274808054469 0.00051365248738633 8 0.19598224347236
DR1 68 0.000537476815645658 0.318768822418457 0.0105355575065847 0.000320604534714657 7 0.0581579017895096
DOCK1 4 5.73708841559929e-06 0.277136771101447 0.166666666666667 3.2977793227623e-05 8 0.00521832307089784
DKK1 2 5.40232276414197e-06 0.258983556928691 0 2.33301202280557e-05 8 0.00728452300140484
DDX20 13 8.97956109542616e-05 0.299211843901972 0.192307692307692 7.74662849097481e-05 8 0.0152944659781891
DAZAP2 136 0.00326201026709622 0.342868123421544 0.0720043572984749 0.000649745997177901 7 0.175199446268229
CSF1 8 0.000199705191383391 0.291570371407895 0.178571428571429 5.34992974010019e-05 8 0.0485096303940713
COPS4 17 0.000101109898100448 0.285049181824406 0.227941176470588 9.83743069823993e-05 8 0.0129647347384996
COPS2 11 8.49100320310242e-05 0.286559904556509 0.163636363636364 7.05042868239847e-05 8 0.00931697925386481
CDK8 14 9.80734702687238e-05 0.285029666818804 0.175824175824176 7.86930195662558e-05 8 0.00895283610523463
CD274 4 8.4367739155761e-06 0.23186307269622 0.166666666666667 3.99721337690621e-05 9 0.00024812059364499
BUD13 3 1.13985968476027e-05 0.266544313792441 0 2.93448605383721e-05 9 0.00251657919629734
BCL2L1 34 0.000869694336646956 0.312156353094072 0.0196078431372549 0.000184570961027694 8 0.0177637514138303
BBS2 15 0.000165839728257605 0.289535908016134 0.0857142857142857 9.1885005981526e-05 8 0.0206784409314071
ATP8B1 2 1.55768494587547e-07 0.232952849895554 0 3.34859556817921e-05 9 0.000210200194655853
ASB9 33 0.000626041893268924 0.319649895070891 0.0454545454545455 0.00018168422981136 8 0.0527889675640398
ARAF 21 0.00018971402298393 0.301370524080687 0.233333333333333 0.000123210848857761 7 0.0139297322194581
ANAPC2 18 0.000102114025531038 0.278626720503268 0.228758169934641 0.000121936521418186 8 0.00688975817069601
UBXN6 12 0.000192517368969825 0.275037435039197 0.151515151515152 8.71620040325437e-05 8 0.00708038366400075
TAB1 12 7.82834500875887e-05 0.286270914508366 0.0909090909090909 7.69687674644869e-05 7 0.00573023585134563
STAT3 36 0.00116805218993605 0.309933248963994 0.0253968253968254 0.000260918769547678 8 0.018542943211061
SPC24 11 0.000167023160831979 0.264994801943437 0.363636363636364 7.75449787637158e-05 8 0.00399672488635909
SNRPE 15 1.84116152066459e-05 0.272208177142359 0.257142857142857 8.73717336956805e-05 8 0.00620962410797986
SKA1 10 5.72915546714831e-05 0.270797649762591 0.0666666666666667 6.27204409332082e-05 9 0.00557295808890199
SH2D1A 14 0.000199886598562682 0.28253444024702 0 9.54392714072676e-05 8 0.00858961754793095
SENP1 3 8.7154845113862e-08 0.24939099876203 0.666666666666667 2.7014074376189e-05 9 0.00117390306624204
RNF5 45 0.000740500182554958 0.300942100571043 0.0272727272727273 0.000207630499406954 9 0.0147498626292904
RBM17 21 0.000400534737255082 0.313637847475077 0.0476190476190476 0.000117970004721037 8 0.0384344528255091
PSMD14 19 0.000230045604586788 0.313252407704655 0.292397660818713 0.000109378626444894 8 0.0227246402686293
PRKDC 16 0.000334458581508143 0.278763530855931 0.0666666666666667 0.000121757050428004 8 0.00325033934651077
PDCD6 15 0.000105113257598692 0.287152841640611 0.0380952380952381 9.28305782792728e-05 8 0.0102034147595916
OCRL 17 0.000301379228497031 0.283219954648526 0.0441176470588235 0.000124595448635114 8 0.00634630263319952
NME1 15 0.000259999383780569 0.298290026748185 0.0380952380952381 9.54702187897677e-05 8 0.0231674506091986
NHEJ1 3 2.59987795543787e-06 0.230800502623993 0.333333333333333 3.57554675866626e-05 9 0.000267677567990752
NELFB 10 3.68532220124351e-05 0.266561379545843 0.0888888888888889 6.70102483701991e-05 8 0.00285177763643949
NCOA1 13 0.000100919683860281 0.290303086649312 0.0769230769230769 8.7397355962165e-05 8 0.0159956692904383
MID1 32 0.000216766597200063 0.304663869645819 0.0665322580645161 0.000160391758242116 8 0.0424986093932744
MAPRE1 41 0.0013714035951268 0.318817643455177 0.0219512195121951 0.000265901429854829 8 0.043994926536921
MAD2L1BP 7 1.1144073790325e-05 0.270557144094966 0 4.69735797733299e-05 9 0.00511750258443958
LSM5 11 2.52162007008813e-05 0.273047242200993 0.254545454545455 6.76900676028521e-05 9 0.00506114285154431
LAMTOR1 18 0.000394948523493993 0.290546198939239 0.169934640522876 0.000112721459094437 8 0.0159894251590635
KRT40 361 0.00859115836319434 0.357357443277732 0.0135118497999384 0.00157411746785564 8 0.665214917670673
KLF15 41 0.000576597868629651 0.328329959780237 0.0487804878048781 0.000189906284742192 7 0.089030945011288
ISG15 6 2.13859158377824e-05 0.26278693008479 0 6.35552259276569e-05 8 0.00213455967514917
INTS11 32 0.000191617412954529 0.297841898175748 0.0826612903225806 0.000148067857305929 8 0.0649571740539436
INTS10 8 0.000206999356246534 0.289187311877749 0.214285714285714 6.23698035711009e-05 8 0.0169879157426764
HUS1 7 0.000209900545397076 0.285727357994189 0 6.888993763768e-05 8 0.0111914598934012
HSP90AB1 140 0.0083298159222812 0.331431604086507 0.0175745118191161 0.00100917833723563 8 0.052599419691293
H4C1 51 0.00199247504279967 0.322015108154794 0.0525490196078431 0.000329332604230117 7 0.0333069998894077
